Taxa	Flow_col
PI507634	2
PI507635	2
PI507636	2
PI507637	2
PI507638	2
PI507639	2
PI507640	2
PI507641	2
PI507642	2
PI507643	2
PI507644	2
PI507645	2
PI507646	2
PI507647	2
PI507648	2
PI507649	2
PI507650	2
PI507651	2
PI507652	2
PI507653	2
PI507654	2
PI507655	2
PI507656	2
PI507657	2
PI507658	2
PI507659	2
PI507660	2
PI507661	2
PI507662	2
PI507663	2
PI507664	2
PI507665	2
PI507666	2
PI507667	2
PI507668	2
PI507669	2
PI507670	2
PI507671	2
PI507672	2
PI507673	1
PI507674	2
PI507675	2
PI507676	1
PI507677	2
PI507678	NA
PI507679A	2
PI507679B	2
PI507680	1
PI507681A	2
PI507681B	1
PI507682	2
PI507683	NA
PI507684	1
PI507685A	1
PI507685B	1
PI507686A	1
PI507686B	1
PI507686C	2
PI507687A	2
PI507687B	2
PI507688	2
PI507689	2
PI507690	2
PI507691	2
PI507692A	1
PI507692B	1
PI507693	NA
PI507694	2
PI507695	NA
PI507696A	2
PI507696B	NA
PI507696C	1
PI507697	NA
PI507698	2
PI507699	2
PI507700	2
PI507701	NA
PI507702	2
PI507703	2
PI507704A	2
PI507704B	2
PI507705	2
PI507706	2
PI507707	2
PI507708	1
PI507709	NA
PI507710	2
PI507711A	2
PI507711B	2
PI507712	NA
PI507713	NA
PI507714	2
PI507715A	1
PI507715B	NA
PI507716	2
PI507717	NA
PI507718A	2
PI507718B	2
PI507719	2
PI507720	2
PI507721	2
PI507722	2
PI507723A	2
PI507723B	2
PI507724	2
PI507725A	2
PI507725B	2
PI507726	2
PI507727	2
PI507728	2
PI507729	2
PI507730	2
PI507731	2
PI507732	2
PI507733	2
PI507734	2
PI507735	2
PI507736	2
PI507737	2
PI507738	2
PI507739A	2
PI507739B	2
PI507740	2
PI507741A	2
PI507741B	2
PI507742	2
PI507743	2
PI507744	2
PI507745	2
PI507746	2
PI507747	2
PI507748	2
PI507749	2
PI507750	2
PI507751	2
PI507752	2
PI507753	2
PI507754	2
PI507755	2
PI507756	2
PI507757	2
PI507758	2
PI507759	2
PI507760	2
PI507761	2
PI507762	2
PI507763	2
PI507764	2
PI507765	2
PI507766	2
PI507767	2
PI507768	2
PI507769	2
PI507770	2
PI507771	2
PI507772	2
PI507773	2
PI507774	2
PI507775	2
PI507776	2
PI507777	2
PI507778	2
PI507779	2
PI507780	2
PI507781	2
PI507782	2
PI507783	2
PI507784	2
PI507785	2
PI507786	2
PI507787	2
PI507788	2
PI507789	2
PI507790	2
PI507791	2
PI507792	2
PI507793	2
PI507794	2
PI507795	2
PI507796	2
PI507797	2
PI507798	2
PI507799	2
PI507800A	2
PI507800B	2
PI507801	2
PI507803	2
PI507804	2
PI507805	2
PI507806A	2
PI507806B	2
PI507807	2
PI507808	2
PI507809	2
PI507810	2
PI507811	2
PI507812A	2
PI507812B	2
PI507813	2
PI507814	2
PI507815	2
PI507816	2
PI507817	2
PI507818A	2
PI507818B	2
PI507819	2
PI507820	2
PI507821	2
PI507822	2
PI507823	2
PI507824	2
PI507825	2
PI507826	2
PI507827	2
PI507828	2
PI507829	2
PI507830A	2
PI507830B	2
PI507831	2
PI507832	2
PI507833	2
PI507834	2
PI507835	2
PI507836	2
PI507837	2
PI507838A	2
PI507838B	2
PI507839	2
PI507840	2
PI507841A	2
PI507841B	2
PI507842	2
PI507843	2
PI507844A	2
PI507844B	2
PI507845	2
PI507846	2
PI507847	2
PI508060	2
PI508063	2
PI508064	2
PI508066	2
PI508067	2
PI508069	2
PI508083	NA
PI508084	NA
PI508266	1
PI508267	2
PI508268	2
PI508269	NA
PI508293	2
PI508294	2
PI508295	2
PI508296A	1
PI508296B	1
PI508296C	1
PI508296D	2
PI508296E	2
PI508296F	1
PI508296G	2
PI508296H	2
PI508297	2
PI508298	2
PI509044	NA
PI509075	2
PI509076	1
PI509077	2
PI509078	2
PI509079	2
PI509080	1
PI509081	2
PI509082	2
PI509083	2
PI509084	2
PI509085	2
PI509086	2
PI509087	2
PI509088	2
PI509089	2
PI509090	1
PI509091A	1
PI509091B	1
PI509092	2
PI509093	2
PI509094	2
PI509095	2
PI509096	2
PI509097	1
PI509098	2
PI509099	2
PI509100	2
PI509101	2
PI509102	2
PI509103	2
PI509104	2
PI509105	2
PI509106	2
PI509107	2
PI509108	2
PI509109	2
PI509110A	2
PI509110B	2
PI509111	2
PI509112	2
PI509113	2
PI509547	2
PI510670	NA
PI510675	2
PI511356	1
PI511357	1
PI511358	2
PI511359	2
PI511360	1
PI511361	1
PI511813	2
PI511866	1
PI511867	1
PI511868	1
PI511869	1
PI512039	NA
PI512322A	2
PI512322B	NA
PI512322C	1
PI512322D	1
PI512323	2
PI512324	2
PI513382	2
PI514671	2
PI514672	2
PI514674	2
PI515960	1
PI515961	1
PI518279	NA
PI518280	2
PI518281	2
PI518282	2
PI518283	2
PI518284	2
PI518285	1
PI518286	2
PI518287	2
PI518288	2
PI518290	2
PI518291A	1
PI518291B	1
PI518291C	1
PI518295	1
PI518296	2
PI518297	1
PI518663	1
PI518664	1
PI518665	1
PI518666	2
PI518667	2
PI518668	2
PI518669	NA
PI518670	1
PI518671	NA
PI518672	NA
PI518673	2
PI518674	NA
PI518675	1
PI518676	2
PI518677	2
PI518702	2
PI518703	NA
PI518704	2
PI518705	2
PI518706A	1
PI518706B	2
PI518706C	NA
PI518707	NA
PI518708	1
PI518709	NA
PI518710	NA
PI518711	1
PI518712	1
PI518715	2
PI518716	2
PI518718A	1
PI518718B	1
PI518719	1
PI518720	1
PI518721	2
PI518722	1
PI518723	1
PI518726	2
PI518727	2
PI518728	2
PI518729	2
PI518750	NA
PI518751	2
PI518752	NA
PI518753	NA
PI518754	NA
PI518756	1
PI518757	2
PI518758	NA
PI518759	2
PI518771	2
PI518772	1
PI518825	1
PI518829	2
PI518830	2
PI518831	2
PI518833	2
PI520732	2
PI520733	1
PI522179	2
PI522180	2
PI522181	2
PI522182A	2
PI522182B	2
PI522183A	2
PI522183B	2
PI522184	2
PI522186	2
PI522187	2
PI522188A	2
PI522188B	1
PI522189	NA
PI522190	NA
PI522191	1
PI522192A	1
PI522192B	1
PI522193	2
PI522194A	2
PI522194B	2
PI522195	2
PI522196A	2
PI522196B	2
PI522197	2
PI522198A	2
PI522198B	2
PI522198C	2
PI522199	2
PI522200A	2
PI522200B	2
PI522201	2
PI522202	2
PI522203	2
PI522204	2
PI522205A	2
PI522205B	2
PI522206	2
PI522207A	2
PI522207B	2
PI522208A	2
PI522208B	2
PI522209A	2
PI522209B	2
PI522210	2
PI522211A	2
PI522211B	2
PI522211C	2
PI522212A	2
PI522212B	2
PI522213A	2
PI522213B	2
PI522214A	2
PI522214B	2
PI522215	2
PI522216	2
PI522217	2
PI522218	2
PI522219A	2
PI522219B	2
PI522220A	2
PI522220B	2
PI522221	2
PI522222	2
PI522223	2
PI522224A	2
PI522224B	2
PI522225A	2
PI522225B	2
PI522226	2
PI522227	2
PI522228	2
PI522229	2
PI522230A	2
PI522230B	2
PI522230C	2
PI522231A	2
PI522231B	2
PI522232	2
PI522233	2
PI522234	2
PI522235A	2
PI522235B	2
PI522235C	2
PI522236	2
PI524993	1
PI524994	2
PI525453	2
PI525454	1
PI525492	1
PI527701	1
PI527702	2
PI527703	2
PI527704	1
PI531068	NA
PI531519	2
PI531520	NA
PI532434	1
PI532436A	1
PI532436B	1
PI532437	1
PI532438	2
PI532439	NA
PI532441A	NA
PI532441B	2
PI532442	1
PI532443	2
PI532444A	NA
PI532444B	2
PI532445	2
PI532446	2
PI532447	NA
PI532448	1
PI532449	2
PI532450	2
PI532451	2
PI532452A	2
PI532452B	2
PI532453A	2
PI532453B	2
PI532454	1
PI532455A	1
PI532455B	1
PI532456	1
PI532457	NA
PI532458	2
PI532459	2
PI532460A	1
PI532460B	1
PI532461	1
PI532462A	1
PI532462B	1
PI532463A	1
PI532463B	1
PI532464	2
PI532465	2
PI532466A	2
PI532466B	2
PI532467	2
PI532468	NA
PI532469	NA
PI532471	NA
PI532472	1
PI532473	1
PI532833	2
PI532834	2
PI533601	1
PI533602	2
PI533604	1
PI533605	1
PI533654	2
PI533655	1
PI533656	2
PI533657	2
PI534645	2
PI534646	2
PI534647	2
PI534648	1
PI535807	NA
PI536009	2
PI536521	1
PI536547A	1
PI536547B	1
PI536547C	1
PI536635	1
PI536636	NA
PI536637	2
PI537094	2
PI537095	1
PI537096	1
PI538024	2
PI538375	2
PI538376	NA
PI538377	2
PI538378	1
PI538380	1
PI538381	2
PI538382	1
PI538383	2
PI538385A	1
PI538385B	NA
PI538386A	1
PI538386B	2
PI538387	1
PI538388	NA
PI538389	1
PI538390	NA
PI538391	1
PI538392	2
PI538393	1
PI538394	1
PI538395	1
PI538397	1
PI538398	NA
PI538400	1
PI538401A	2
PI538401B	2
PI538402A	2
PI538402B	1
PI538403	1
PI538404	2
PI538405	1
PI538406	1
PI538407	NA
PI538408	1
PI538409	2
PI538410A	1
PI538410B	1
PI538411A	2
PI538411B	2
PI538774	1
PI538781	2
PI539860	2
PI539861	2
PI539862	NA
PI539863	NA
PI539864	NA
PI539865	NA
PI539866	2
PI539867	2
PI539936	1
PI540451	2
PI540452	2
PI540453	2
PI540454	2
PI540551	NA
PI540552	2
PI540553	NA
PI540554	NA
PI540555	1
PI540556	1
PI540739	NA
PI540740	1
PI540876	1
PI540877	1
PI540880	2
PI540881	2
PI540882	1
PI540883	2
PI540884	1
PI542042	NA
PI542043	1
PI542044	1
PI542045	2
PI542046	2
PI542053	1
PI542055	2
PI542056	2
PI542057	1
PI542058	2
PI542059	2
PI542060	2
PI542061	2
PI542062	1
PI542064	2
PI542065	2
PI542067	1
PI542071	1
PI542392	2
PI542393	2
PI542399	2
PI542402	NA
PI542403	NA
PI542404	2
PI542709	2
PI542710	2
PI542711	2
PI542712	2
PI542768	NA
PI542769	2
PI542972	1
PI542982	2
PI543793	1
PI543794	NA
PI543795	1
PI543832	1
PI543855	2
PI543856	NA
PI543857	NA
PI543932	2
PI543933	1
PI543934	2
PI543935	1
PI543936	2
PI544354	NA
PI54583	2
PI54591	2
PI54592	1
PI54600	1
PI546038	NA
PI546039	2
PI546040	2
PI546041	2
PI546042	2
PI546043	2
PI546044	2
PI546045	1
PI546046	2
PI546047	2
PI546048	2
PI546049	2
PI54604	2
PI546050	2
PI546051	2
PI546052	2
PI546053	2
PI54606-1	2
PI54606-2	1
PI54607	1
PI54608-1	2
PI54608-2	2
PI54608-3	1
PI54608-4	1
PI54608-5	2
PI54608	1
PI54609	2
PI54610-1	1
PI54610-4	1
PI54610	1
PI54613	1
PI54614	2
PI54615-1	2
PI54615-2	1
PI54615	2
PI54617	1
PI54618	1
PI54619	1
PI54620-2	2
PI54620	1
PI546373	1
PI546374	1
PI546375	NA
PI546480	2
PI546487	NA
PI547094	1
PI547402	2
PI547403	2
PI547404	2
PI547405	2
PI547406	2
PI547407	2
PI547408	2
PI547409	2
PI547410	2
PI547411	2
PI547412	2
PI547413	2
PI547414	2
PI547415	2
PI547416	2
PI547417	2
PI547418	2
PI547419	2
PI547420	1
PI547421	2
PI547422	2
PI547423	2
PI547424	2
PI547425	2
PI547426	2
PI547427	2
PI547428	2
PI547429	2
PI547430	2
PI547431	2
PI547432	2
PI547433	2
PI547434	2
PI547435	2
PI547436	2
PI547437	2
PI547438	2
PI547439	2
PI547440	2
PI547441	2
PI547442	2
PI547443	2
PI547444	2
PI547445	2
PI547446	2
PI547447	2
PI547448	2
PI547449	2
PI547450	2
PI547451	2
PI547452	2
PI547453	2
PI547454	2
PI547455	2
PI547456	2
PI547457	2
PI547458	2
PI547459	2
PI547460	2
PI547461	2
PI547462	2
PI547463	2
PI547464	2
PI547465	1
PI547466	2
PI547467	2
PI547468	2
PI547469	2
PI547470	2
PI547471	2
PI547472	2
PI547473	2
PI547474	2
PI547475	2
PI547476	2
PI547477	2
PI547478	2
PI547479	2
PI547480	2
PI547481	2
PI547482	2
PI547483	2
PI547484	2
PI547485	2
PI547486	2
PI547487	2
PI547488	2
PI547489	2
PI547490	2
PI547491	2
PI547492	2
PI547493	2
PI547494	2
PI547495	2
PI547496	2
PI547497	2
PI547498	NA
PI547499	2
PI547500	2
PI547501	2
PI547502	2
PI547503	1
PI547504	1
PI547505	1
PI547506	2
PI547507	1
PI547508	2
PI547509	1
PI547510	1
PI547511	2
PI547512	2
PI547513	2
PI547514	2
PI547515	2
PI547516	1
PI547517	1
PI547518	1
PI547519	2
PI547520	2
PI547521	2
PI547522	2
PI547523	2
PI547524	NA
PI547525	2
PI547526	1
PI547527	2
PI547528	2
PI547529	2
PI547530	2
PI547531	2
PI547532	2
PI547533	2
PI547534	2
PI547535	2
PI547536	2
PI547537	2
PI547538	2
PI547539	2
PI547540	2
PI547541	NA
PI547542	2
PI547543	2
PI547544	2
PI547545	2
PI547546	2
PI547547	2
PI547548	2
PI547549	2
PI547550	2
PI547551	2
PI547552	2
PI547553	2
PI547554	2
PI547555	2
PI547556	2
PI547557	2
PI547558	2
PI547559	2
PI547560	2
PI547561	2
PI547562	2
PI547563	NA
PI547564	NA
PI547565	2
PI547566	2
PI547567	2
PI547568	2
PI547569	2
PI547570	2
PI547571	2
PI547572	2
PI547573	2
PI547574	2
PI547575	2
PI547576	2
PI547577	2
PI547578	2
PI547579	2
PI547580	2
PI547581	2
PI547582	2
PI547583	2
PI547584	2
PI547585	2
PI547586	2
PI547587	1
PI547588	2
PI547589	2
PI547590	2
PI547591	2
PI547592	2
PI547593	1
PI547594	2
PI547595	2
PI547596	2
PI547597	2
PI547598	2
PI547599	2
PI547600	2
PI547601	2
PI547602	2
PI547603	2
PI547604	2
PI547605	2
PI547606	2
PI547607	2
PI547608	2
PI547609	2
PI547610	2
PI547611	2
PI547612	2
PI547613	2
PI547614	2
PI547615	2
PI547616	2
PI547617	2
PI547618	2
PI547619	2
PI547620	2
PI547621	1
PI547622	1
PI547623	2
PI547624	2
PI547625	2
PI547626	2
PI547627	2
PI547628	1
PI547629	2
PI547630	1
PI547631	1
PI547632	2
PI547633	2
PI547634	2
PI547635	2
PI547636	2
PI547637	2
PI547638	2
PI547639	2
PI547640	2
PI547641	2
PI547642	2
PI547643	2
PI547644	2
PI547645	2
PI547646	2
PI547647	2
PI547648	2
PI547649	2
PI547650	2
PI547651	2
PI547652	2
PI547653	2
PI547654	2
PI547655	2
PI547656	2
PI547657	1
PI547658	1
PI547659	1
PI547660	2
PI547661	1
PI547662	2
PI547663	2
PI547664	2
PI547665	1
PI547666	2
PI547668	1
PI547669	1
PI547670	2
PI547671	2
PI547672	2
PI547673	2
PI547674	1
PI547675	1
PI547676	2
PI547677	2
PI547678	2
PI547679	2
PI547680	2
PI547681	2
PI547682	2
PI547683	2
PI547684	2
PI547685	1
PI547686	2
PI547687	2
PI547688	2
PI547689	2
PI547690	2
PI547691	2
PI547692	2
PI547693	2
PI547694	2
PI547695	2
PI547696	2
PI547697	2
PI547698	2
PI547699	2
PI547700	2
PI547701	2
PI547702	2
PI547703	2
PI547704	2
PI547705	2
PI547706	2
PI547707	2
PI547708	2
PI547709	2
PI547710	2
PI547711	2
PI547712	2
PI547713	2
PI547714	2
PI547715	2
PI547716	2
PI547717	2
PI547718	NA
PI547719	2
PI547720	2
PI547721	2
PI547722	2
PI547723	2
PI547724	2
PI547725	2
PI547726	2
PI547727	2
PI547728	2
PI547729	2
PI547730	2
PI547731	2
PI547732	2
PI547733	2
PI547734	2
PI547735	2
PI547736	2
PI547737	2
PI547738	2
PI547739	2
PI547740	2
PI547741	2
PI547742	2
PI547743	2
PI547744	2
PI547745	2
PI547746	2
PI547747	2
PI547748	2
PI547749	2
PI547750	NA
PI547751	NA
PI547752	2
PI547753	2
PI547754	2
PI547755	2
PI547756	2
PI547757	2
PI547758	2
PI547759	2
PI547760	2
PI547761	2
PI547762	2
PI547763	2
PI547764	1
PI547765	2
PI547766	1
PI547767	2
PI547768	2
PI547769	2
PI547770	2
PI547771	2
PI547772	2
PI547773	2
PI547774	2
PI547775	2
PI547776	2
PI547777	2
PI547778	2
PI547779	2
PI547780	2
PI547781	2
PI547782	2
PI547783	2
PI547784	2
PI547785	2
PI547786	2
PI547787	2
PI547788	2
PI547789	2
PI547791	2
PI547792	2
PI547793	2
PI547794	2
PI547795	2
PI547796	2
PI547797	2
PI547798	1
PI547799	2
PI547800	1
PI547801	1
PI547802	1
PI547803	2
PI547804	1
PI547805	2
PI547806	2
PI547807	1
PI547808	2
PI547809	1
PI547810	1
PI547811	1
PI547812	1
PI547813	1
PI547814	1
PI547815	1
PI547816	2
PI547817	2
PI547818	1
PI547819	1
PI547820	2
PI547821	2
PI547822	1
PI547823	2
PI547824	1
PI547825	2
PI547826	2
PI547827	2
PI547828	2
PI547829	2
PI547830	2
PI547831	2
PI547832	1
PI547833	1
PI547834	1
PI547835	1
PI547836	1
PI547837	1
PI547838	1
PI547839	1
PI547840	1
PI547841	1
PI547842	1
PI547843	1
PI547844	1
PI547845	1
PI547846	1
PI547847	1
PI547848	2
PI547849	1
PI547850	1
PI547851	1
PI547852	2
PI547853	1
PI547854	1
PI547855	1
PI547856	1
PI547857	1
PI547858	1
PI547859	1
PI547860	1
PI547861	1
PI547862	1
PI547863	1
PI547864	1
PI547865	1
PI547866	1
PI547867	1
PI547868	1
PI547869	1
PI547870	1
PI547871	1
PI547872	1
PI547873	1
PI547874	1
PI547875	1
PI547876	1
PI547877	1
PI547878	1
PI547879	1
PI547880	1
PI547881	1
PI547882	1
PI547883	1
PI547884	1
PI547885	1
PI547886	1
PI547887	1
PI547888	1
PI547889	1
PI547890	1
PI547891	1
PI547892	1
PI547893	1
PI547894	2
PI547895	2
PI54809	2
PI548158	1
PI548159	2
PI548160	1
PI548161	1
PI548162	1
PI548163	2
PI548164	2
PI548165	1
PI548166	2
PI548167	2
PI548168	2
PI548169	2
PI548170	1
PI548171	1
PI548172	1
PI548173	1
PI548174	2
PI548175	1
PI548176	1
PI548177	2
PI548178	1
PI548179	2
PI548180	1
PI548181	1
PI548182	2
PI548183	2
PI548184	1
PI548185	2
PI548186	1
PI548187	1
PI548188	1
PI548189	1
PI54818	1
PI548190	2
PI548191	1
PI548192	1
PI548193	1
PI548194	1
PI548195	1
PI548196	2
PI548197	2
PI548198	2
PI548199	1
PI548200	1
PI548201	1
PI548202	1
PI548203	2
PI548204	1
PI548205	1
PI548206	2
PI548207	2
PI548208	1
PI548209	1
PI548210	1
PI548211	1
PI548212	2
PI548213	2
PI548214	2
PI548215	2
PI548216	2
PI548217	2
PI548218	NA
PI548219	1
PI548220	2
PI548221	2
PI548222	1
PI548223	2
PI548224	1
PI548225	1
PI548226	2
PI548227	2
PI548228	2
PI548229	2
PI548230	2
PI548231	2
PI548232	2
PI548233	2
PI548234	1
PI548235	2
PI548236	1
PI548237	1
PI548238	2
PI548239	2
PI548240	2
PI548241	1
PI548242	1
PI548243	2
PI548244	2
PI548245	2
PI548246	1
PI548247	2
PI548248	2
PI548249	1
PI548250	2
PI548251	2
PI548252	2
PI548253	1
PI548254	2
PI548255	2
PI548256	1
PI548257	2
PI548258	2
PI548259	1
PI548260	2
PI548261	2
PI548262	1
PI548263	1
PI548264	2
PI548265	1
PI548266	1
PI548267	2
PI548268	2
PI548270	2
PI548271	1
PI548272	1
PI548275	1
PI548276	1
PI548277	2
PI548279	2
PI548280	2
PI548281	1
PI548282	2
PI548283	2
PI548284	2
PI548285	1
PI548286	2
PI548287	1
PI548288	2
PI548289	1
PI548290	2
PI548291	2
PI548292	2
PI548293	2
PI548294	1
PI548295	NA
PI548296	1
PI548297	1
PI548298	1
PI548299	2
PI548300	2
PI548301	2
PI548302	2
PI548303	2
PI548304	2
PI548305	1
PI548306	2
PI548307	2
PI548308	1
PI548309	1
PI548310	2
PI548311	2
PI548312	1
PI548313	2
PI548314	2
PI548315	1
PI548316	1
PI548317	2
PI548318	1
PI548319	2
PI548320	2
PI548321	2
PI548322	2
PI548323	2
PI548324	2
PI548325	2
PI548326	1
PI548327	2
PI548328	2
PI548329	2
PI548330	1
PI548331	1
PI548332	2
PI548333	2
PI548334	2
PI548335	1
PI548336	2
PI548337	2
PI548338	1
PI548339	1
PI548340	2
PI548341	2
PI548342	2
PI548343	1
PI548344	1
PI548345	2
PI548346	2
PI548347	1
PI548348	1
PI548349	2
PI54834	2
PI548350	2
PI548351	1
PI548352	1
PI548353	1
PI548354	2
PI548355	2
PI548356	2
PI548357	2
PI548358	1
PI548359	2
PI548360	1
PI548361	1
PI548362	1
PI548363	2
PI548364	1
PI548365	2
PI548366	2
PI548367	2
PI548368	2
PI548369	2
PI548370	2
PI548371	2
PI548372	2
PI548373	2
PI548374	2
PI548375	2
PI548376	2
PI548377	2
PI548378	2
PI548379	2
PI548380	2
PI548381	2
PI548382	1
PI548383	2
PI548384	2
PI548385	2
PI548386	2
PI548387	2
PI548388	2
PI548389	2
PI548390	1
PI548391	1
PI548392	2
PI548393	2
PI548394	2
PI548395	1
PI548396	2
PI548397	1
PI548398	2
PI548399	2
PI548400	2
PI548401	1
PI548402S	1
PI548402	1
PI548403	2
PI548404	2
PI548405	2
PI548406	2
PI548407	2
PI548408	2
PI548409	1
PI548410	2
PI548411	1
PI548412	1
PI548413	1
PI548414	2
PI548415	2
PI548416	1
PI548417	2
PI548418	2
PI548419	1
PI548420	1
PI548421	2
PI548422S	2
PI548422	2
PI548423	2
PI548424	1
PI548425	2
PI548426	2
PI548427	2
PI548428	1
PI548429	2
PI548430	2
PI548431	2
PI548432	2
PI548433	2
PI548434	2
PI548435	1
PI548436	2
PI548437	2
PI548438	1
PI548439	2
PI548440	1
PI548441	1
PI548442	2
PI548443	2
PI548444	2
PI548445	2
PI548446	2
PI548447	2
PI548448	2
PI548449	2
PI548450	1
PI548451	2
PI548452	2
PI548453	2
PI548454	2
PI548455	2
PI548456	1
PI548457	2
PI548458	2
PI548459	1
PI548460	1
PI548461	2
PI548462	2
PI548463	NA
PI548464	1
PI548465	2
PI548466	1
PI548467	2
PI548468	2
PI548469	1
PI548470	2
PI548471	1
PI548472	2
PI548473	2
PI548474	2
PI548475	2
PI548476	1
PI548477	2
PI548478	2
PI548479	2
PI548480	2
PI548481	2
PI548482	1
PI548483	2
PI548484	1
PI548485	1
PI548486	2
PI548487	1
PI548488	1
PI548489	2
PI548490	NA
PI548491	2
PI548492	1
PI548493	2
PI548494	1
PI548495	2
PI548496	1
PI548497	1
PI548498	NA
PI548499	1
PI548500	NA
PI548501	1
PI548502	1
PI548503	1
PI548504	NA
PI548505	NA
PI548506	2
PI548507	2
PI548508	2
PI548509	2
PI548510	2
PI548511	2
PI548512	NA
PI548513	2
PI548514	1
PI548515	2
PI548516	1
PI548517	2
PI548518	2
PI548519	2
PI548520	2
PI548521	NA
PI548522	1
PI548523	NA
PI548524	NA
PI548525	NA
PI548526	NA
PI548527	2
PI548528	2
PI548529	NA
PI548530	2
PI548531	2
PI548532	2
PI548533	2
PI548534	NA
PI548535	2
PI548536	NA
PI548537	2
PI548538	2
PI548539	2
PI54853	2
PI548540	2
PI548541	NA
PI548542	NA
PI548543	2
PI548544	2
PI548545	1
PI548546	2
PI548547	2
PI548548	1
PI548549	NA
PI54854	2
PI548550	2
PI548551	2
PI548552	2
PI548553	2
PI548554	2
PI548555	NA
PI548556	NA
PI548557	NA
PI548558	2
PI548559	2
PI54855	1
PI548560	NA
PI548561	2
PI548562	1
PI548563	NA
PI548564	1
PI548565	NA
PI548566	1
PI548567	2
PI548568	NA
PI548569	1
PI548570	NA
PI548571	NA
PI548572	2
PI548573	2
PI548574	NA
PI548575	NA
PI548576	2
PI548577	2
PI548578	2
PI548579	2
PI54857	2
PI548580	1
PI548581	NA
PI548582	NA
PI548583	2
PI548584	2
PI548585	1
PI548586	2
PI548587	2
PI548588	2
PI548589	2
PI548590	2
PI548591	1
PI548592	NA
PI548593	NA
PI548594	NA
PI548595	2
PI548596	2
PI548597	2
PI548598	2
PI548599	1
PI54859	2
PI548600	2
PI548601	2
PI548602	2
PI548603	2
PI548604	1
PI548605	2
PI548606	2
PI548607	NA
PI548608	2
PI548609	2
PI548610	2
PI548611	1
PI548612	1
PI548613	2
PI548614	1
PI548615	NA
PI548616	NA
PI548617	2
PI548618	2
PI548619	NA
PI548620	2
PI548621	1
PI548622	NA
PI548623	1
PI548624	2
PI548625	2
PI548626	1
PI548627	NA
PI548628	1
PI548629	1
PI54862	2
PI548630	2
PI548631	1
PI548632	1
PI548633	1
PI548634	NA
PI548635	NA
PI548636	1
PI548637	2
PI548638	1
PI548639	1
PI548640	2
PI548641	NA
PI548642	2
PI548643	2
PI548644	2
PI548645	2
PI548646	2
PI548647	NA
PI548648	1
PI548649	2
PI548650	2
PI548651	2
PI548652	2
PI548653	1
PI548654	1
PI548655	1
PI548656	2
PI548657	1
PI548658	2
PI548659	2
PI54865	1
PI548660	1
PI548661	2
PI548662	2
PI548663	1
PI548664	1
PI548665	2
PI548666	1
PI548667	2
PI548668	1
PI548669	2
PI548670	1
PI548671	1
PI548672	2
PI548673	2
PI548674	2
PI548675	1
PI548676	2
PI548677	2
PI548678	2
PI548679	NA
PI548680	2
PI548681	NA
PI548682	NA
PI548683	NA
PI548684	NA
PI548685	NA
PI548686	1
PI548687	1
PI548688	NA
PI548689	NA
PI548690	NA
PI548691	NA
PI548692	NA
PI548693	2
PI548694	NA
PI548695	2
PI548696	1
PI548697	1
PI548698	1
PI54873	2
PI548774	NA
PI548775	NA
PI548779	NA
PI548780	NA
PI548834	1
PI548835	2
PI548969	2
PI548970	2
PI548971	2
PI548972	2
PI548973	2
PI548974	1
PI548975	2
PI548976	2
PI548977	2
PI548978	2
PI548979	1
PI548980	2
PI548981	2
PI548982	2
PI548983	1
PI548984	1
PI548985	1
PI548986	NA
PI548987	1
PI548988	2
PI548989	2
PI548990	2
PI548991	1
PI549017	1
PI549018	1
PI549019	1
PI549020	1
PI549021A	2
PI549021B	2
PI549022	2
PI549023A	1
PI549023B	1
PI549024	1
PI549025	2
PI549026	1
PI549027A	2
PI549027B	NA
PI549028	2
PI549029	2
PI549030A	1
PI549030B	1
PI549031	2
PI549032	NA
PI549033	2
PI549034	2
PI549035A	2
PI549035B	2
PI549035C	2
PI549036	2
PI549037	2
PI549039	2
PI549040	2
PI549041A	2
PI549041B	1
PI549042A	1
PI549042B	1
PI549043	2
PI549045A	2
PI549045B	2
PI549046	2
PI549047	2
PI549048	2
PI549049A	NA
PI549049B	NA
PI549050	2
PI549051A	2
PI549051B	2
PI549052	2
PI549053	1
PI549054	1
PI549055	NA
PI549056	1
PI549057A	NA
PI549057B	NA
PI549058	1
PI549060	1
PI549061	1
PI549063	1
PI549064	1
PI549065	1
PI549066	NA
PI549067	NA
PI549068	NA
PI549069	1
PI549070	1
PI549071	NA
PI549072	NA
PI549073	1
PI549074	2
PI549075	1
PI549076A	1
PI549076B	1
PI549077	2
PI549078	2
PI549079	2
PI549080	2
PI549098	2
PI549099	1
PI549112	2
PI550728	2
PI550729	2
PI550730	2
PI550731	1
PI550732	1
PI550733	NA
PI550734	1
PI550735	2
PI550736	2
PI550738	1
PI550739	2
PI550740	2
PI55089-1	2
PI55089	1
PI552538	2
PI553038	2
PI553039	1
PI553040	2
PI553041	1
PI553042	2
PI553043	2
PI553044	2
PI553045	NA
PI553046	1
PI553047	1
PI553048	2
PI553049	2
PI553050	2
PI553051	2
PI553052	2
PI554604	2
PI555396	2
PI555397	2
PI555398	1
PI555399	1
PI555453	NA
PI555463	2
PI555464	1
PI556467	2
PI556468	2
PI556469	2
PI556470	1
PI556471	1
PI556472	1
PI556473	1
PI556474	2
PI556475	1
PI556476	1
PI556478	2
PI556479	2
PI556480	2
PI556481	1
PI556482	2
PI556483	2
PI556484	2
PI556485	2
