Taxa	Flow_col
PI416755	2
PI416756	2
PI416757	1
PI416758	2
PI416759	1
PI416760	2
PI416761	1
PI416762	2
PI416763	2
PI416764	2
PI416765	2
PI416766	1
PI416767	2
PI416768	1
PI416769A	2
PI416769B	2
PI416769C	2
PI416770	2
PI416771	2
PI416772	1
PI416773	NA
PI416774	2
PI416775	2
PI416776	2
PI416777	NA
PI416778	1
PI416779	2
PI416780	2
PI416781	2
PI416782	1
PI416783	1
PI416784	1
PI416785	2
PI416786	1
PI416787	2
PI416788	2
PI416789	1
PI416790	1
PI416791	1
PI416792	2
PI416793	2
PI416794	2
PI416795	2
PI416796	1
PI416797	1
PI416798	2
PI416799	2
PI416800	2
PI416801	2
PI416802	1
PI416803	2
PI416804	2
PI416805	2
PI416806	2
PI416807	1
PI416808	2
PI416809	1
PI416810	2
PI416811	2
PI416812	2
PI416813	2
PI416814	2
PI416815	2
PI416816	2
PI416817	1
PI416818	2
PI416819A	2
PI416819B	NA
PI416820	1
PI416821	1
PI416822	1
PI416823	2
PI416824	1
PI416825A	NA
PI416825B	NA
PI416825C	NA
PI416826A	2
PI416826B	2
PI416827	2
PI416828	2
PI416829	2
PI416830	1
PI416831	2
PI416832	2
PI416833	2
PI416834	2
PI416835	2
PI416836	2
PI416837	2
PI416838	1
PI416839	2
PI416840	2
PI416841	2
PI416842	2
PI416843	1
PI416844	2
PI416845	1
PI416846	1
PI416847	1
PI416848	2
PI416849	2
PI416850	1
PI416851	2
PI416852	2
PI416853	1
PI416854	2
PI416855	2
PI416856	1
PI416857	2
PI416858	2
PI416859	2
PI416860	2
PI416861	2
PI416862	1
PI416863	1
PI416864	2
PI416865	2
PI416866	1
PI416867	2
PI416868A	1
PI416868B	1
PI416869	1
PI416870	1
PI416871	1
PI416872	2
PI416873A	NA
PI416873B	2
PI416873C	1
PI416874A	2
PI416874B	2
PI416875	1
PI416876	2
PI416877	2
PI416878	1
PI416879	2
PI416880A	NA
PI416880B	NA
PI416881	2
PI416882	1
PI416883	1
PI416884	2
PI416885	2
PI416886	2
PI416887	2
PI416888	1
PI416889	2
PI416890	1
PI416891	1
PI416892	2
PI416893	2
PI416894A	NA
PI416894C	NA
PI416894D	NA
PI416895	1
PI416896	2
PI416897	2
PI416898	NA
PI416899	2
PI416900	2
PI416901	2
PI416902	1
PI416903	2
PI416904A	2
PI416904B	2
PI416904C	2
PI416905	2
PI416906	2
PI416907	1
PI416908	2
PI416909	2
PI416910	1
PI416911	2
PI416912	2
PI416913	2
PI416914	2
PI416915	1
PI416916	2
PI416917	1
PI416918	1
PI416919	2
PI416920	1
PI416921	2
PI416922	2
PI416923	1
PI416924	1
PI416925	2
PI416926A	2
PI416926B	NA
PI416927	2
PI416928	2
PI416929	1
PI416930	2
PI416931	2
PI416932	2
PI416933	2
PI416934	1
PI416935	2
PI416936	1
PI416937	2
PI416938	2
PI416939	1
PI416940	2
PI416941	2
PI416942	2
PI416943	1
PI416944	2
PI416945	1
PI416946	1
PI416947	2
PI416948	2
PI416949	1
PI416950	2
PI416951	2
PI416952	2
PI416953	2
PI416954	2
PI416955	1
PI416956	1
PI416957	2
PI416958	2
PI416959	2
PI416960	2
PI416961	2
PI416962	2
PI416963	1
PI416964	1
PI416965	2
PI416966	2
PI416967	2
PI416968	2
PI416969	1
PI416970	2
PI416971	1
PI416972	1
PI416973	2
PI416974	2
PI416975	2
PI416976	2
PI416977	2
PI416978	2
PI416979	2
PI416980	2
PI416981	2
PI416982	2
PI416983	1
PI416984	1
PI416985	1
PI416986	2
PI416987	2
PI416988	1
PI416989	1
PI416990	1
PI416991	2
PI416992	2
PI416993	1
PI416994	1
PI416995	1
PI416996	1
PI416997	1
PI416998	1
PI416999	2
PI417000	2
PI417001	1
PI417002	2
PI417003	2
PI417004	2
PI417005	2
PI417006	1
PI417007	2
PI417008	2
PI417009	1
PI417010	2
PI417011	2
PI417012	2
PI417013	2
PI417014A	NA
PI417014B	NA
PI417015	NA
PI417016	2
PI417017	1
PI417018	1
PI417019	2
PI417020	2
PI417021	2
PI417022	1
PI417023	2
PI417024	2
PI417025	2
PI417026	2
PI417027	1
PI417028	2
PI417029	2
PI417030	1
PI417031	2
PI417032	1
PI417033A	2
PI417033B	2
PI417034	1
PI417035	2
PI417036	2
PI417037	2
PI417038	2
PI417039	2
PI417040A	1
PI417040B	1
PI417041	2
PI417042	NA
PI417043	1
PI417044	1
PI417045	2
PI417046	1
PI417047	2
PI417048	2
PI417049	1
PI417050	NA
PI417051	1
PI417052	2
PI417053	1
PI417054	1
PI417055	1
PI417056	2
PI417057	2
PI417058	2
PI417059	1
PI417060	2
PI417061	2
PI417062	1
PI417063	1
PI417064	1
PI417065	2
PI417066	2
PI417067	1
PI417068	2
PI417069	1
PI417070	2
PI417071	2
PI417072	2
PI417073	2
PI417074	1
PI417075	2
PI417076	2
PI417077	1
PI417078	2
PI417079	2
PI417080	2
PI417081	2
PI417082	1
PI417083	2
PI417084A	NA
PI417084B	NA
PI417085	2
PI417086A	1
PI417086B	1
PI417087	1
PI417088	2
PI417089A	NA
PI417089B	NA
PI417090	2
PI417091	2
PI417092	NA
PI417093	2
PI417094	2
PI417095	1
PI417096	2
PI417097	2
PI417098	1
PI417099	2
PI417100	1
PI417101	1
PI417102A	2
PI417102B	2
PI417103	1
PI417104	2
PI417105	2
PI417106	1
PI417107	2
PI417108	2
PI417109	2
PI417110	2
PI417111	1
PI417112	2
PI417113	2
PI417114	1
PI417115	2
PI417116	2
PI417117	2
PI417118	2
PI417119	1
PI417120	2
PI417121	2
PI417122	2
PI417123	2
PI417124	2
PI417125	1
PI417126	1
PI417127	1
PI417128	2
PI417129A	NA
PI417129B	NA
PI417130	2
PI417131	2
PI417132	2
PI417133	2
PI417134	2
PI417135A	2
PI417135B	2
PI417136	2
PI417137	NA
PI417138	2
PI417139	2
PI417140	2
PI417141	1
PI417142	2
PI417143	1
PI417144	2
PI417145	1
PI417146	2
PI417147	1
PI417148	2
PI417149	2
PI417150	1
PI417151	1
PI417152	1
PI417153	1
PI417154	2
PI417156	1
PI417157	1
PI417158	2
PI417159	2
PI417160	1
PI417161	2
PI417162	2
PI417163	2
PI417164	2
PI417165	2
PI417166	2
PI417167	2
PI417168	1
PI417169	1
PI417170	2
PI417171	1
PI417172	1
PI417173	2
PI417174	1
PI417175	1
PI417176	1
PI417177	1
PI417178	1
PI417179A	1
PI417179B	1
PI417180	1
PI417181	2
PI417183	2
PI417184A	NA
PI417184B	NA
PI417184C	NA
PI417185	1
PI417186	1
PI417187	2
PI417188	2
PI417189	2
PI417190	2
PI417191	2
PI417192	2
PI417193	2
PI417194	2
PI417195	1
PI417196A	1
PI417196B	1
PI417197	1
PI417198	2
PI417199	2
PI417200	2
PI417201	1
PI417202	2
PI417203	2
PI417204	2
PI417205	1
PI417206	2
PI417207	2
PI417208	2
PI417209	2
PI417210	2
PI417211	2
PI417212	2
PI417213	NA
PI417214	2
PI417215	2
PI417216	2
PI417217	1
PI417218	1
PI417219	1
PI417220	2
PI417221	2
PI417222	2
PI417223	2
PI417224	1
PI417225	1
PI417226	2
PI417227	2
PI417228	2
PI417229	2
PI417230	2
PI417231	2
PI417232	1
PI417233	1
PI417234	2
PI417235	2
PI417236	2
PI417237	1
PI417238	1
PI417239	2
PI417240	2
PI417241	2
PI417242	2
PI417243	1
PI417244	NA
PI417245	2
PI417246	1
PI417247	2
PI417248	2
PI417249	1
PI417250	2
PI417251	2
PI417252	2
PI417253	2
PI417254	2
PI417255	NA
PI417256	2
PI417257	2
PI417258	2
PI417259	2
PI417260A	NA
PI417260B	NA
PI417261	2
PI417262	2
PI417263	1
PI417264	2
PI417265	1
PI417266	1
PI417267	1
PI417268	1
PI417269	1
PI417270	2
PI417271	2
PI417272	2
PI417273	2
PI417274	NA
PI417275	1
PI417276	2
PI417277	2
PI417278	2
PI417279	2
PI417280	1
PI417281	2
PI417282	2
PI417283	2
PI417284	2
PI417285	2
PI417286	2
PI417287	1
PI417288	2
PI417289	2
PI417290	2
PI417291	1
PI417292	1
PI417293	2
PI417294	2
PI417295	2
PI417296	2
PI417297	2
PI417298	2
PI417299	2
PI417300	2
PI417301	2
PI417302	1
PI417303	2
PI417304	1
PI417305	2
PI417306	2
PI417307	1
PI417308	2
PI417309A	2
PI417309B	2
PI417310	2
PI417311	2
PI417312	2
PI417313	2
PI417314	2
PI417315	1
PI417316	2
PI417317	2
PI417318	2
PI417319	2
PI417320	2
PI417321	1
PI417322	2
PI417323	1
PI417324A	1
PI417324B	1
PI417325	1
PI417326	2
PI417327	2
PI417328	1
PI417329	2
PI417330	2
PI417331	2
PI417332	2
PI417333	2
PI417334	1
PI417335	2
PI417336	NA
PI417337	2
PI417338	1
PI417339	1
PI417340	1
PI417341	1
PI417342	2
PI417343	1
PI417344	1
PI417345A	2
PI417345B	2
PI417346	2
PI417347	2
PI417348	2
PI417349	2
PI417350	2
PI417351	2
PI417352	2
PI417353	2
PI417354	2
PI417355A	2
PI417355B	NA
PI417356	2
PI417357	2
PI417358	2
PI417359	2
PI417360	1
PI417361	2
PI417362	2
PI417363	2
PI417364	1
PI417365A	2
PI417365B	NA
PI417366	2
PI417367	2
PI417368	2
PI417369	2
PI417370	1
PI417371	2
PI417372	2
PI417373	2
PI417374	2
PI417375	1
PI417376	1
PI417377	2
PI417378	1
PI417379	2
PI417380	1
PI417381	2
PI417382	2
PI417383	2
PI417384	1
PI417385	2
PI417386	2
PI417387	1
PI417388	1
PI417389A	2
PI417389B	NA
PI417390	2
PI417391	2
PI417392	2
PI417393	2
PI417394	2
PI417395	2
PI417396	2
PI417397	1
PI417398	1
PI417399	2
PI417400	2
PI417401	1
PI417402	2
PI417403	2
PI417404	1
PI417405	2
PI417406	2
PI417407	2
PI417408	1
PI417409	2
PI417410	2
PI417411	1
PI417412	1
PI417413	1
PI417414A	2
PI417414B	2
PI417415	1
PI417416	1
PI417417	2
PI417418	2
PI417419	1
PI417420	2
PI417421	1
PI417422	2
PI417423	1
PI417424	1
PI417425	1
PI417426	2
PI417427	2
PI417428	2
PI417429	2
PI417430	1
PI417431	2
PI417432	2
PI417433	2
PI417434	1
PI417435	1
PI417436	1
PI417437	2
PI417438	2
PI417439	1
PI417440	2
PI417441	2
PI417442	1
PI417443	2
PI417444	2
PI417445	2
PI417446	1
PI417447	1
PI417448	1
PI417449	1
PI417450	1
PI417451	1
PI417452	1
PI417453	1
PI417454	1
PI417455	1
PI417456	1
PI417457	NA
PI417458	1
PI417459	1
PI417460	2
PI417461	1
PI417462	2
PI417463	2
PI417464	2
PI417465	2
PI417466	1
PI417467	2
PI417468	2
PI417469	2
PI417470	2
PI417471	2
PI417472A	2
PI417472B	2
PI417472C	2
PI417472D	2
PI417473	2
PI417474	1
PI417475	1
PI417476	1
PI417477	2
PI417478	2
PI417479	2
PI417480	2
PI417481	2
PI417482	2
PI417483	2
PI417484	2
PI417485	1
PI417486	2
PI417487	1
PI417488	1
PI417489	2
PI417490	2
PI417491	2
PI417492	1
PI417493	2
PI417494	2
PI417495	1
PI417496	2
PI417497	2
PI417498	2
PI417499	2
PI417500	2
PI417501	2
PI417502	1
PI417503	2
PI417504	2
PI417505	2
PI417506	2
PI417507	2
PI417508	1
PI417509	2
PI417510	NA
PI417511	2
PI417512A	2
PI417512B	2
PI417513A	2
PI417513B	2
PI417513C	2
PI417514	1
PI417515	1
PI417516	2
PI417517	2
PI417518	2
PI417519A	2
PI417519B	2
PI417520	1
PI417521	1
PI417522	2
PI417523	2
PI417524	2
PI417525	2
PI417526	2
PI417527	2
PI417528	2
PI417529	2
PI417530	2
PI417531	2
PI417532	2
PI417533	2
PI417534	2
PI417535	2
PI417536A	2
PI417536B	1
PI417537A	2
PI417537B	2
PI417538	2
PI417539	2
PI417540	2
PI417541	2
PI417542	2
PI417543	2
PI417544A	2
PI417544B	2
PI417545	2
PI417546	2
PI417547	2
PI417548	2
PI417549	1
PI417550	2
PI417551	2
PI417552	1
PI417553	2
PI417554	2
PI417555	1
PI417556	2
PI417557	2
PI417558	1
PI417559	1
PI417560	1
PI417561	2
PI417562	1
PI417563	2
PI417564	2
PI417565	2
PI417566	2
PI417567	2
PI417568	2
PI417569	1
PI417570	1
PI417572A	1
PI417572B	1
PI417573	2
PI417574	2
PI417575	2
PI417576	1
PI417577	1
PI417578	1
PI417579	NA
PI417580	1
PI417581	1
PI417582	2
PI419043	1
PI420338	1
PI423705	2
PI423706	2
PI423707	2
PI423708A	1
PI423708B	1
PI423709	2
PI423710	2
PI423711	2
PI423712	2
PI423713	2
PI423714	1
PI423715	2
PI423716	2
PI423717	2
PI423718	2
PI423719	2
PI423720	2
PI423721	2
PI423722	1
PI423723	2
PI423724	2
PI423725	2
PI423726	1
PI423727	2
PI423728A	2
PI423728B	2
PI423729	2
PI423730A	2
PI423730B	2
PI423731	2
PI423732	2
PI423733	2
PI423734	2
PI423735	2
PI423736A	2
PI423736B	2
PI423737	2
PI423738	2
PI423739	2
PI423740	2
PI423741	2
PI423742	1
PI423743A	1
PI423743B	2
PI423743C	1
PI423744	1
PI423745	2
PI423746	2
PI423747A	2
PI423747B	2
PI423748A	2
PI423748B	2
PI423748C	2
PI423749	2
PI423750	2
PI423751	2
PI423752A	2
PI423752B	2
PI423753A	2
PI423753B	2
PI423754	2
PI423755	2
PI423756A	2
PI423756B	2
PI423757	2
PI423758	2
PI423759	2
PI423760	2
PI423761	2
PI423762	2
PI423763	1
PI423764	1
PI423765	2
PI423766	2
PI423767	2
PI423768	1
PI423769A	2
PI423769B	2
PI423770	2
PI423771	2
PI423772	2
PI423773	1
PI423774	1
PI423775	2
PI423776	1
PI423777	1
PI423778	2
PI423779	2
PI423780	2
PI423781A	2
PI423781B	2
PI423782	2
PI423783	2
PI423784	1
PI423785	1
PI423786	2
PI423787	2
PI423788	1
PI423789	2
PI423790	2
PI423791	2
PI423792	2
PI423793	2
PI423794	2
PI423795	2
PI423796A	2
PI423796B	2
PI423797	2
PI423798A	1
PI423798B	1
PI423799A	2
PI423799B	2
PI423799C	2
PI423800	2
PI423801	2
PI423802	2
PI423803	2
PI423804	2
PI423805	2
PI423806	2
PI423807	2
PI423808A	2
PI423808B	2
PI423809	2
PI423810	2
PI423811	2
PI423812	1
PI423813	2
PI423814A	2
PI423814B	2
PI423815	1
PI423816	2
PI423817	2
PI423818	2
PI423819	2
PI423820	1
PI423821	2
PI423822	2
PI423823	2
PI423824	2
PI423825	2
PI423826A	2
PI423826B	2
PI423826C	2
PI423827A	2
PI423827B	2
PI423828	1
PI423829	1
PI423830A	2
PI423830B	2
PI423831	2
PI423832	2
PI423833A	1
PI423833B	2
PI423834	1
PI423835	2
PI423836	1
PI423837A	1
PI423837B	1
PI423838	NA
PI423839	1
PI423840	2
PI423841	2
PI423842	1
PI423843	2
PI423844	2
PI423845A	2
PI423845B	2
PI423846	2
PI423847	2
PI423848	2
PI423849	2
PI423850	2
PI423851	2
PI423852	2
PI423853	2
PI423854	2
PI423855	2
PI423856	2
PI423857	2
PI423858	2
PI423859	2
PI423860	2
PI423861	1
PI423862	2
PI423863A	2
PI423863B	1
PI423864	2
PI423865	1
PI423866	2
PI423867	1
PI423868	1
PI423869	2
PI423870	2
PI423871	2
PI423872	1
PI423873	1
PI423874	1
PI423875	2
PI423876	1
PI423877	2
PI423878	2
PI423879	2
PI423880	2
PI423881	2
PI423882A	2
PI423882B	2
PI423883	2
PI423884	2
PI423885	NA
PI423886	2
PI423888	2
PI423889	1
PI423890A	1
PI423890B	1
PI423890C	1
PI423891	2
PI423892	1
PI423893	1
PI423895	2
PI423896	2
PI423897	1
PI423898	1
PI423899	1
PI423900	2
PI423901-1	1
PI423901-2	1
PI423902	1
PI423904	2
PI423905	2
PI423906	2
PI423907	2
PI423908	2
PI423909	2
PI423910	2
PI423911	1
PI423912	1
PI423913	2
PI423914A	1
PI423914B	1
PI423915	2
PI423916	NA
PI423917	2
PI423918	2
PI423919	2
PI423920	2
PI423921	1
PI423922	2
PI423923	1
PI423924	2
PI423925	1
PI423926	2
PI423927	2
PI423928	2
PI423929	1
PI423930A	2
PI423930B	2
PI423931	2
PI423932	NA
PI423933	2
PI423935	2
PI423936	2
PI423937	2
PI423938	1
PI423939	1
PI423940	1
PI423941	NA
PI423942	2
PI423943	1
PI423944	1
PI423945	1
PI423946	2
PI423947	2
PI423948A	NA
PI423948B	2
PI423949	NA
PI423950	2
PI423951	1
PI423952	2
PI423953	1
PI423954	1
PI423955	2
PI423957	2
PI423958	2
PI423959	2
PI423960A	NA
PI423960B	NA
PI423961A	NA
PI423961B	NA
PI423962	2
PI423963	2
PI423964	2
PI423965	2
PI423966	2
PI423967	2
PI423968	2
PI423969	2
PI423970	2
PI423971A	NA
PI423971B	NA
PI423971C	NA
PI423971D	NA
PI423972	2
PI423973	2
PI423974	2
PI423975	2
PI423977	1
PI423978	2
PI423979	1
PI423980	2
PI423981	1
PI423982	1
PI423983	1
PI423984	1
PI423985	1
PI423986	1
PI423987A	2
PI423987B	2
PI423988	2
PI423989A	2
PI423989B	2
PI423990A	2
PI423990B	2
PI423991	2
PI423992	2
PI423993	2
PI423994	2
PI423995	2
PI423996	2
PI423997	2
PI423998	2
PI423999A	2
PI423999B	2
PI424000	2
PI424001	2
PI424002	2
PI424003	2
PI424004A	2
PI424004B	2
PI424005	NA
PI424006A	2
PI424006B	2
PI424007	2
PI424008A	2
PI424008B	2
PI424008C	NA
PI424009	2
PI424010	2
PI424011	2
PI424012	2
PI424013	2
PI424014	2
PI424015	2
PI424016	2
PI424017A	2
PI424017B	2
PI424018	2
PI424019	2
PI424020A	2
PI424020B	2
PI424021A	2
PI424021B	2
PI424022A	2
PI424022B	2
PI424023	2
PI424024	2
PI424025A	2
PI424025B	2
PI424025C	2
PI424026	2
PI424027A	2
PI424027B	2
PI424028	2
PI424029	2
PI424030	2
PI424031	2
PI424032	2
PI424033	2
PI424034	2
PI424035	2
PI424036	2
PI424037	2
PI424038A	2
PI424038B	2
PI424038C	NA
PI424039A	2
PI424039B	2
PI424040	2
PI424041	2
PI424042	2
PI424043A	2
PI424043B	2
PI424044	2
PI424045	2
PI424046A	2
PI424046B	2
PI424047	2
PI424048	2
PI424049	2
PI424050	2
PI424051A	2
PI424051B	2
PI424052	2
PI424053	2
PI424054A	2
PI424054B	2
PI424055	2
PI424056	2
PI424057	2
PI424058	2
PI424059A	2
PI424059B	2
PI424060	2
PI424061A	2
PI424061B	2
PI424062	2
PI424063	2
PI424064	2
PI424065	2
PI424066	2
PI424067	2
PI424068	2
PI424069	2
PI424070A	2
PI424070B	2
PI424071	2
PI424072A	2
PI424072B	2
PI424073	2
PI424074	2
PI424075	2
PI424076A	2
PI424076B	2
PI424077	2
PI424078	2
PI424079	2
PI424080	2
PI424081A	2
PI424081B	2
PI424082	2
PI424083A	2
PI424083B	2
PI424084	2
PI424085A	2
PI424085B	2
PI424086	2
PI424087	2
PI424088	2
PI424089	2
PI424090	2
PI424091A	2
PI424091B	2
PI424092	2
PI424093	2
PI424094	2
PI424095	2
PI424096	2
PI424097	2
PI424098	2
PI424099A	2
PI424099B	2
PI424100A	2
PI424100B	2
PI424101	2
PI424102A	2
PI424102B	2
PI424103A	2
PI424103B	2
PI424104	2
PI424105	2
PI424106A	2
PI424106B	2
PI424107A	2
PI424107B	2
PI424108	2
PI424109A	2
PI424109B	2
PI424110	2
PI424111	2
PI424112	2
PI424113	2
PI424114A	2
PI424114B	2
PI424115A	2
PI424115B	2
PI424116	2
PI424117	2
PI424118	2
PI424119	2
PI424120	2
PI424121	2
PI424122	2
PI424123	2
PI424124	2
PI424125	2
PI424126	2
PI424127A	2
PI424127B	2
PI424128A	2
PI424128B	2
PI424129	2
PI424130	2
PI424131	1
PI424134	1
PI424135	2
PI424136	2
PI424137A	2
PI424137B	2
PI424138	2
PI424139	2
PI424140	2
PI424141A	2
PI424141B	2
PI424142	1
PI424143	2
PI424144	1
PI424145	2
PI424146	2
PI424147	2
PI424148	1
PI424149	2
PI424150	2
PI424151	2
PI424152	2
PI424153	2
PI424154A	2
PI424154B	2
PI424155A	1
PI424155B	1
PI424156A	2
PI424156B	2
PI424156C	2
PI424156D	2
PI424157A	2
PI424157B	2
PI424158	2
PI424159A	2
PI424159B	1
PI424159C	2
PI424160	2
PI424161	1
PI424162	2
PI424163	2
PI424164A	2
PI424164B	2
PI424165	2
PI424166	2
PI424167	2
PI424168A	2
PI424168B	2
PI424168C	2
PI424169A	1
PI424169B	2
PI424170	2
PI424171A	2
PI424171B	2
PI424172A	2
PI424172B	1
PI424172C	2
PI424173	2
PI424174	2
PI424175	2
PI424176	1
PI424177	2
PI424178A	2
PI424178B	2
PI424178C	2
PI424179A	2
PI424179B	2
PI424180	2
PI424181	1
PI424182A	1
PI424182B	1
PI424182C	1
PI424183	2
PI424184	2
PI424185	2
PI424186	1
PI424187	2
PI424188A	2
PI424188B	2
PI424189	1
PI424190	2
PI424191	1
PI424192A	2
PI424192B	2
PI424193	1
PI424194	1
PI424195A	2
PI424195B	1
PI424196	1
PI424197	2
PI424198	2
PI424199	2
PI424201	1
PI424202	2
PI424204	1
PI424205	1
PI424206	2
PI424207	1
PI424208	2
PI424209	1
PI424210	2
PI424211	2
PI424212	2
PI424213	1
PI424214A	2
PI424214B	2
PI424214C	2
PI424215	2
PI424216	2
PI424217A	2
PI424217B	2
PI424218	1
PI424219A	2
PI424219B	2
PI424220A	2
PI424220B	2
PI424221A	2
PI424221B	2
PI424222A	1
PI424222B	1
PI424222C	2
PI424223	2
PI424224	2
PI424225	2
PI424226	2
PI424227A	2
PI424227B	2
PI424228	2
PI424229A	2
PI424229B	2
PI424230	2
PI424231	2
PI424232A	2
PI424232B	2
PI424233	2
PI424234A	2
PI424234B	2
PI424234C	2
PI424235	2
PI424236	2
PI424237A	2
PI424237B	2
PI424238	2
PI424239	2
PI424240	2
PI424241	2
PI424242	1
PI424243	2
PI424244	2
PI424245	2
PI424246	2
PI424247A	2
PI424247B	2
PI424248	2
PI424249A	1
PI424249B	2
PI424249C	1
PI424249D	1
PI424249E	1
PI424250A	2
PI424250B	2
PI424251A	2
PI424251B	2
PI424252	2
PI424253	2
PI424254	2
PI424255A	2
PI424255B	1
PI424255C	2
PI424256	2
PI424257A	2
PI424257B	2
PI424258	2
PI424259	2
PI424260	2
PI424261	1
PI424262	2
PI424263	2
PI424264	1
PI424265	1
PI424266	2
PI424267	2
PI424268	1
PI424269A	2
PI424269B	2
PI424269C	2
PI424270A	2
PI424270B	2
PI424270C	2
PI424271	2
PI424272A	2
PI424272B	2
PI424273A	2
PI424273B	2
PI424274A	2
PI424274B	2
PI424275	1
PI424276	2
PI424277A	2
PI424277B	2
PI424278A	1
PI424278B	2
PI424279	1
PI424280	2
PI424281A	2
PI424281B	2
PI424282	1
PI424283	2
PI424284A	2
PI424284B	2
PI424285A	2
PI424285B	2
PI424285C	2
PI424285D	1
PI424286	2
PI424287	2
PI424288	2
PI424289	2
PI424290	2
PI424291	2
PI424292	2
PI424293	1
PI424294A	1
PI424294B	1
PI424294C	1
PI424295	2
PI424296A	2
PI424296B	2
PI424296C	2
PI424297	1
PI424298	2
PI424299A	2
PI424299B	2
PI424299C	2
PI424300A	2
PI424300B	2
PI424301	2
PI424302	2
PI424303	2
PI424304	2
PI424305	1
PI424306	2
PI424307	2
PI424308	2
PI424309A	2
PI424309B	2
PI424310	2
PI424311	2
PI424312	2
PI424313	1
PI424314	1
PI424315	2
PI424316	2
PI424317	1
PI424318	2
PI424319	1
PI424320	2
PI424321	1
PI424322	2
PI424323	2
PI424324A	2
PI424324B	2
PI424325	1
PI424326	2
PI424327	2
PI424328	2
PI424329	2
PI424330	2
PI424331	2
PI424332	2
PI424333	2
PI424334	1
PI424335A	2
PI424335B	2
PI424336	2
PI424337-1	2
PI424337-2	2
PI424338	2
PI424339	2
PI424340A	2
PI424340B	2
PI424341	2
PI424342A	1
PI424342B	1
PI424343	1
PI424344	2
PI424345	2
PI424346	1
PI424347A	2
PI424347B	2
PI424348A	2
PI424348B	2
PI424348C	2
PI424349A	2
PI424349B	2
PI424349C	2
PI424350	2
PI424351	2
PI424352	2
PI424353	2
PI424354	2
PI424355	1
PI424356	1
PI424357A	2
PI424357B	2
PI424358	2
PI424359	1
PI424360	2
PI424361	2
PI424362	2
PI424363	2
PI424364A	2
PI424364B	2
PI424365	2
PI424366	1
PI424367	1
PI424368A	2
PI424368B	2
PI424369	2
PI424370A	2
PI424370B	2
PI424371	2
PI424372	2
PI424373	2
PI424374	1
PI424375	2
PI424376	2
PI424377	2
PI424378	2
PI424379	2
PI424380	2
PI424381	1
PI424382	1
PI424383	2
PI424384	2
PI424385	2
PI424386A	2
PI424386B	2
PI424387	2
PI424388	2
PI424389	1
PI424390	2
PI424391	2
PI424392	2
PI424393	2
PI424394	2
PI424395	2
PI424396	2
PI424397	2
PI424398	2
PI424399	2
PI424400	2
PI424401	1
PI424402A	2
PI424402B	2
PI424403	1
PI424404	1
PI424405A	2
PI424405B	2
PI424405C	1
PI424406A	2
PI424406B	2
PI424407	2
PI424408	1
PI424409	1
PI424410	2
PI424411	2
PI424412	2
PI424413	2
PI424414	2
PI424415	2
PI424416	2
PI424417	2
PI424418	2
PI424419	2
PI424420	1
PI424421	2
PI424422	1
PI424423	1
PI424424	2
PI424425	1
PI424426	2
PI424427	2
PI424428	2
PI424429	2
PI424430	2
PI424431	2
PI424432	2
PI424433	1
PI424434	2
PI424435	2
PI424436	2
PI424437	2
PI424438	2
PI424439	2
PI424440	2
PI424441	2
PI424442	2
PI424443	2
PI424444A	1
PI424444B	2
PI424444C	1
PI424445	1
PI424446	1
PI424447	2
PI424448	2
PI424449	2
PI424450	2
PI424451	2
PI424452	2
PI424453	2
PI424454	2
PI424455	2
PI424456	2
PI424457	2
PI424458	2
PI424459	2
PI424460	1
PI424461	2
PI424462A	2
PI424462B	2
PI424462C	2
PI424463	2
PI424464	2
PI424465	2
PI424466	2
PI424467	2
PI424468	2
PI424469	2
PI424470	1
PI424471	2
PI424472A	2
PI424472B	2
PI424473	1
PI424474-1	2
PI424474-2	2
PI424475	2
PI424476	2
PI424477	2
PI424478	2
PI424479	2
PI424480	2
PI424481A	2
PI424481B	2
PI424482	2
PI424483	2
PI424484A	2
PI424484B	2
PI424485	2
PI424486	2
PI424487A	2
PI424487B	2
PI424488A	1
PI424488B	2
PI424489A	2
PI424489B	2
PI424490	2
PI424491A	2
PI424491B	2
PI424492	2
PI424493A	2
PI424493B	2
PI424494	2
PI424495	2
PI424496	2
PI424497	2
PI424498	1
PI424499A	1
PI424499B	2
PI424499C	2
PI424499D	2
PI424500	2
PI424501	2
PI424502	2
PI424503	2
PI424504A	2
PI424504B	2
PI424505	2
PI424506	2
PI424507	2
PI424508	2
PI424509	2
PI424510	2
PI424511	2
PI424512	2
PI424513	1
PI424514	1
PI424515	2
PI424516	1
PI424517A	2
PI424517B	2
PI424518	1
PI424519	NA
PI424520	2
PI424521A	2
PI424521B	2
PI424522	2
PI424523A	2
PI424523B	2
PI424524	2
PI424525	2
PI424526	2
PI424527	2
PI424528	2
PI424529	2
PI424530	2
PI424531	2
PI424532	2
PI424533	2
PI424534	2
PI424535A	2
PI424535B	2
PI424536	2
PI424537	1
PI424538	2
PI424539	2
PI424540	1
PI424541	1
PI424542	2
PI424543	2
PI424544	2
PI424545	2
PI424546A	2
PI424546B	2
PI424547	2
PI424548	2
PI424549A	2
PI424549B	2
PI424550	1
PI424551	2
PI424552	2
PI424553	1
PI424554	2
PI424555A	2
PI424555B	2
PI424556	2
PI424557	2
PI424558A	2
PI424558B	2
PI424559	2
PI424560	2
PI424561	2
PI424562	2
PI424563	1
PI424564	2
PI424565	2
PI424566	2
PI424567	1
